,id,full_name,first_name,last_name,is_active
0,76001,Alaa Abdelnaby,Alaa,Abdelnaby,False
1,76002,Zaid Abdul-Aziz,Zaid,Abdul-Aziz,False
2,76003,Kareem Abdul-Jabbar,Kareem,Abdul-Jabbar,False
3,51,Mahmoud Abdul-Rauf,Mahmoud,Abdul-Rauf,False
4,1505,Tariq Abdul-Wahad,Tariq,Abdul-Wahad,False
5,949,Shareef Abdur-Rahim,Shareef,Abdur-Rahim,False
6,76005,Tom Abernethy,Tom,Abernethy,False
7,76006,Forest Able,Forest,Able,False
8,76007,John Abramovic,John,Abramovic,False
9,203518,Alex Abrines,Alex,Abrines,False
10,101165,Alex Acker,Alex,Acker,False
11,76008,Donald Ackerman,Donald,Ackerman,False
12,76009,Mark Acres,Mark,Acres,False
13,76010,Charles Acton,Charles,Acton,False
14,203112,Quincy Acy,Quincy,Acy,False
15,76011,Alvan Adams,Alvan,Adams,False
16,76012,Don Adams,Don,Adams,False
17,200801,Hassan Adams,Hassan,Adams,False
18,1629121,Jaylen Adams,Jaylen,Adams,False
19,203919,Jordan Adams,Jordan,Adams,False
20,149,Michael Adams,Michael,Adams,False
21,203500,Steven Adams,Steven,Adams,True
22,912,Rafael Addison,Rafael,Addison,False
23,1628389,Bam Adebayo,Bam,Adebayo,True
24,1629061,Deng Adel,Deng,Adel,False
25,76015,Rick Adelman,Rick,Adelman,False
26,202399,Jeff Adrien,Jeff,Adrien,False
27,201167,Arron Afflalo,Arron,Afflalo,False
28,200772,Maurice Ager,Maurice,Ager,False
29,76016,Mark Aguirre,Mark,Aguirre,False
30,201336,Blake Ahearn,Blake,Ahearn,False
31,76017,Danny Ainge,Danny,Ainge,False
32,201582,Alexis Ajinca,Alexis,Ajinca,False
33,76018,Henry Akin,Henry,Akin,False
34,203006,Josh Akognon,Josh,Akognon,False
35,1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,False
36,202374,Solomon Alabi,Solomon,Alabi,False
37,76019,Mark Alarie,Mark,Alarie,False
38,76020,Gary Alcorn,Gary,Alcorn,False
39,203128,Furkan Aldemir,Furkan,Aldemir,False
40,202332,Cole Aldrich,Cole,Aldrich,False
41,200746,LaMarcus Aldridge,LaMarcus,Aldridge,True
42,76021,Chuck Aleksinas,Chuck,Aleksinas,False
43,1626146,Cliff Alexander,Cliff,Alexander,False
44,724,Cory Alexander,Cory,Alexander,False
45,2042,Courtney Alexander,Courtney,Alexander,False
46,76022,Gary Alexander,Gary,Alexander,False
47,201570,Joe Alexander,Joe,Alexander,False
48,2349,Victor Alexander,Victor,Alexander,False
49,1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True
50,76024,Steve Alford,Steve,Alford,False
51,1628959,Rawle Alkins,Rawle,Alkins,False
52,76028,Bob Allen,Bob,Allen,False
53,1628960,Grayson Allen,Grayson,Allen,True
54,1628386,Jarrett Allen,Jarrett,Allen,True
55,706,Jerome Allen,Jerome,Allen,False
56,1628443,Kadeem Allen,Kadeem,Allen,True
57,202730,Lavoy Allen,Lavoy,Allen,False
58,76027,Lucius Allen,Lucius,Allen,False
59,2124,Malik Allen,Malik,Allen,False
60,76025,Randy Allen,Randy,Allen,False
61,951,Ray Allen,Ray,Allen,False
62,2754,Tony Allen,Tony,Allen,False
63,76029,Odis Allison,Odis,Allison,False
64,200984,Lance Allred,Lance,Allred,False
65,76030,Darrell Allums,Darrell,Allums,False
66,201165,Morris Almond,Morris,Almond,False
67,308,Derrick Alston,Derrick,Alston,False
68,1747,Rafer Alston,Rafer,Alston,False
69,1824,Peter Aluma,Peter,Aluma,False
70,680,John Amaechi,John,Amaechi,False
71,732,Ashraf Amaya,Ashraf,Amaya,False
72,202329,Al-Farouq Aminu,Al-Farouq,Aminu,True
73,200811,Lou Amundson,Lou,Amundson,False
74,76034,Bob Anderegg,Bob,Anderegg,False
75,2365,Chris Andersen,Chris,Andersen,False
76,2431,David Andersen,David,Andersen,False
77,101187,Alan Anderson,Alan,Anderson,False
78,202079,Antonio Anderson,Antonio,Anderson,False
79,76035,Cliff Anderson,Cliff,Anderson,False
80,76036,Daniel Anderson,Daniel,Anderson,False
81,1507,Derek Anderson,Derek,Anderson,False
82,76037,Dwight Anderson,Dwight,Anderson,False
83,944,Eric Anderson,Eric,Anderson,False
84,246,Greg Anderson,Greg,Anderson,False
85,202341,James Anderson,James,Anderson,False
86,76040,Jerome Anderson,Jerome,Anderson,False
87,1626147,Justin Anderson,Justin,Anderson,False
88,72,Kenny Anderson,Kenny,Anderson,False
89,76041,Kim Anderson,Kim,Anderson,False
90,203937,Kyle Anderson,Kyle,Anderson,True
91,76042,Michael Anderson,Michael,Anderson,False
92,76043,Mitchell Anderson,Mitchell,Anderson,False
93,98,Nick Anderson,Nick,Anderson,False
94,76045,Richard Anderson,Richard,Anderson,False
95,76046,Ron Anderson,Ron,Anderson,False
96,201583,Ryan Anderson,Ryan,Anderson,True
97,1000,Shandon Anderson,Shandon,Anderson,False
98,335,Willie Anderson,Willie,Anderson,False
99,76048,Wally Anderzunas,Wally,Anderzunas,False
100,101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False
101,76049,Don Anielak,Don,Anielak,False
102,1628387,Ike Anigbogu,Ike,Anigbogu,False
103,76050,Michael Ansley,Michael,Ansley,False
104,1512,Chris Anstey,Chris,Anstey,False
105,203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True
106,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,True
107,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True
108,2546,Carmelo Anthony,Carmelo,Anthony,False
109,21,Greg Anthony,Greg,Anthony,False
110,201202,Joel Anthony,Joel,Anthony,False
111,203544,Pero Antic,Pero,Antic,False
112,1628384,OG Anunoby,OG,Anunoby,True
113,203951,Keith Appling,Keith,Appling,False
114,2737,Rafael Araujo,Rafael,Araujo,False
115,76053,Stacey Arceneaux,Stacey,Arceneaux,False
116,76054,Nate Archibald,Nate,Archibald,False
117,2425,Robert Archibald,Robert,Archibald,False
118,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True
119,76055,Jim Ard,Jim,Ard,False
120,2240,Gilbert Arenas,Gilbert,Arenas,False
121,2772,Trevor Ariza,Trevor,Ariza,True
122,76056,Paul Arizin,Paul,Arizin,False
123,76057,Joe Arlauckas,Joe,Arlauckas,False
124,769,B.J. Armstrong,B.J.,Armstrong,False
125,76061,Bob Armstrong,Bob,Armstrong,False
126,2220,Brandon Armstrong,Brandon,Armstrong,False
127,353,Darrell Armstrong,Darrell,Armstrong,False
128,200756,Hilton Armstrong,Hilton,Armstrong,False
129,76060,Paul Armstrong,Paul,Armstrong,False
130,76059,Tate Armstrong,Tate,Armstrong,False
131,76062,Jesse Arnelle,Jesse,Arnelle,False
132,76063,Jay Arnette,Jay,Arnette,False
133,76064,Bob Arnzen,Bob,Arnzen,False
134,2306,Carlos Arroyo,Carlos,Arroyo,False
135,201589,Darrell Arthur,Darrell,Arthur,False
136,76065,John Arthurs,John,Arthurs,False
137,1628503,Jamel Artis,Jamel,Artis,False
138,201600,Omer Asik,Omer,Asik,False
139,355,Vincent Askew,Vincent,Askew,False
140,173,Keith Askins,Keith,Askins,False
141,76068,Don Asmonga,Don,Asmonga,False
142,76069,Richard Atha,Richard,Atha,False
143,1088,Chucky Atkins,Chucky,Atkins,False
144,76070,Alvin Attles,Alvin,Attles,False
145,76071,Chet Aubuchon,Chet,Aubuchon,False
146,278,Stacey Augmon,Stacey,Augmon,False
147,201571,D.J. Augustin,D.J.,Augustin,True
148,200788,James Augustine,James,Augustine,False
149,1134,Ike Austin,Ike,Austin,False
150,76073,John Austin,John,Austin,False
151,76074,Ken Austin,Ken,Austin,False
152,138,Anthony Avent,Anthony,Avent,False
153,76076,William Averitt,William,Averitt,False
154,1895,William Avery,William,Avery,False
155,76078,Dennis Awtrey,Dennis,Awtrey,False
156,202970,Gustavo Ayon,Gustavo,Ayon,False
157,201965,Jeff Ayres,Jeff,Ayres,False
158,1629028,Deandre Ayton,Deandre,Ayton,True
159,101235,Kelenna Azubuike,Kelenna,Azubuike,False
160,203569,Chris Babb,Chris,Babb,False
161,202337,Luke Babbitt,Luke,Babbitt,False
162,76079,Milos Babic,Milos,Babic,False
163,76080,Johnny Bach,Johnny,Bach,False
164,1628407,Dwayne Bacon,Dwayne,Bacon,True
165,76081,Jim Baechtold,Jim,Baechtold,False
166,2053,Dalibor Bagaric,Dalibor,Bagaric,False
167,76082,John Bagley,John,Bagley,False
168,1628963,Marvin Bagley III,Marvin,Bagley III,True
169,76084,Carl Bailey,Carl,Bailey,False
170,76083,Gus Bailey,Gus,Bailey,False
171,76085,James Bailey,James,Bailey,False
172,1847,Thurl Bailey,Thurl,Bailey,False
173,1753,Toby Bailey,Toby,Bailey,False
174,203946,Cameron Bairstow,Cameron,Bairstow,False
175,1858,Mark Baker,Mark,Baker,False
176,2486,Maurice Baker,Maurice,Baker,False
177,76089,Norm Baker,Norm,Baker,False
178,1627758,Ron Baker,Ron,Baker,False
179,452,Vin Baker,Vin,Baker,False
180,1627735,Wade Baldwin IV,Wade,Baldwin IV,False
181,200764,Renaldo Balkman,Renaldo,Balkman,False
182,76090,Cedric Ball,Cedric,Ball,False
183,1628366,Lonzo Ball,Lonzo,Ball,True
184,76091,Greg Ballard,Greg,Ballard,False
185,76092,Herschel Baltimore,Herschel,Baltimore,False
186,1628964,Mo Bamba,Mo,Bamba,True
187,76093,Gene Banks,Gene,Banks,False
188,2556,Marcus Banks,Marcus,Banks,False
189,76094,Ken Bannister,Ken,Bannister,False
190,76095,Mike Bantom,Mike,Bantom,False
191,76096,John Barber,John,Barber,False
192,2571,Leandro Barbosa,Leandro,Barbosa,False
193,76097,Stephen Bardo,Stephen,Bardo,False
194,200826,J.J. Barea,J.J.,Barea,True
195,200745,Andrea Bargnani,Andrea,Bargnani,False
196,76098,Cliff Barker,Cliff,Barker,False
197,76099,Tom Barker,Tom,Barker,False
198,787,Charles Barkley,Charles,Barkley,False
199,2057,Erick Barkley,Erick,Barkley,False
200,76102,Don Barksdale,Don,Barksdale,False
201,203084,Harrison Barnes,Harrison,Barnes,True
202,76103,Harry Barnes,Harry,Barnes,False
203,76105,Jim Barnes,Jim,Barnes,False
204,76104,Marvin Barnes,Marvin,Barnes,False
205,2440,Matt Barnes,Matt,Barnes,False
206,76107,Dick Barnett,Dick,Barnett,False
207,76106,Jim Barnett,Jim,Barnett,False
208,76108,John Barnhill,John,Barnhill,False
209,76109,Norton Barnhill,Norton,Barnhill,False
210,76110,Leo Barnhorst,Leo,Barnhorst,False
211,76111,John Barr,John,Barr,False
212,76112,Mike Barr,Mike,Barr,False
213,76113,Thomas Barr,Thomas,Barr,False
214,2857,Andre Barrett,Andre,Barrett,False
215,76114,Ernie Barrett,Ernie,Barrett,False
216,1629628,RJ Barrett,RJ,Barrett,True
217,2853,Earl Barron,Earl,Barron,False
218,344,Dana Barros,Dana,Barros,False
219,699,Brent Barry,Brent,Barry,False
220,1003,Drew Barry,Drew,Barry,False
221,468,Jon Barry,Jon,Barry,False
222,600013,Rick Barry,Rick,Barry,False
223,76117,Ed Bartels,Ed,Bartels,False
224,76118,Vic Bartolome,Vic,Bartolome,False
225,203115,Will Barton,Will,Barton,True
226,101188,Eddie Basden,Eddie,Basden,False
227,76119,Jerry Baskerville,Jerry,Baskerville,False
228,101138,Brandon Bass,Brandon,Bass,False
229,76120,Tim Bassett,Tim,Bassett,False
230,1766,Maceo Baston,Maceo,Baston,False
231,2370,Mengke Bateer,Mengke,Bateer,False
232,76121,Billyray Bates,Billyray,Bates,False
233,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
234,101212,Esteban Batista,Esteban,Batista,False
235,2471,Mike Batiste,Mike,Batiste,False
236,1499,Tony Battie,Tony,Battie,False
237,2203,Shane Battier,Shane,Battier,False
238,174,John Battle,John,Battle,False
239,76123,Kenny Battle,Kenny,Battle,False
240,76124,Dave Batton,Dave,Batton,False
241,201587,Nicolas Batum,Nicolas,Batum,True
242,76125,Johnny Baum,Johnny,Baum,False
243,76126,Frankie Baumholtz,Frankie,Baumholtz,False
244,2437,Lonny Baxter,Lonny,Baxter,False
245,201573,Jerryd Bayless,Jerryd,Bayless,False
246,76127,Elgin Baylor,Elgin,Baylor,False
247,203382,Aron Baynes,Aron,Baynes,True
248,76128,Sergei Bazarevich,Sergei,Bazarevich,False
249,203145,Kent Bazemore,Kent,Bazemore,True
250,1629647,Darius Bazley,Darius,Bazley,True
251,76129,Ed Beach,Ed,Beach,False
252,203078,Bradley Beal,Bradley,Beal,True
253,76130,Butch Beard,Butch,Beard,False
254,76131,Ralph Beard,Ralph,Beard,False
255,2602,Jerome Beasley,Jerome,Beasley,False
256,1627736,Malik Beasley,Malik,Beasley,True
257,201563,Michael Beasley,Michael,Beasley,False
258,76133,Zelmo Beaty,Zelmo,Beaty,False
259,201958,Rodrigue Beaubois,Rodrigue,Beaubois,False
260,76134,Byron Beck,Byron,Beck,False
261,1133,Corey Beck,Corey,Beck,False
262,76136,Ernie Beck,Ernie,Beck,False
263,76137,Moe Becker,Moe,Becker,False
264,76138,William Bedford,William,Bedford,False
265,76139,Hank Beenders,Hank,Beenders,False
266,76140,Ron Behagen,Ron,Behagen,False
267,76141,Elmer Behnke,Elmer,Behnke,False
268,201158,Marco Belinelli,Marco,Belinelli,True
269,2294,Charlie Bell,Charlie,Bell,False
270,76142,Dennis Bell,Dennis,Bell,False
271,1628395,Jordan Bell,Jordan,Bell,True
272,1952,Raja Bell,Raja,Bell,False
273,2559,Troy Bell,Troy,Bell,False
274,76143,William Bell,William,Bell,False
275,76144,Walt Bellamy,Walt,Bellamy,False
276,1627761,DeAndre' Bembry,DeAndre',Bembry,True
277,76145,Irv Bemoras,Irv,Bemoras,False
278,76146,Leon Benbow,Leon,Benbow,False
279,1627733,Dragan Bender,Dragan,Bender,True
280,1886,Jonathan Bender,Jonathan,Bender,False
281,203968,Jerrelle Benimon,Jerrelle,Benimon,False
282,104,Benoit Benjamin,Benoit,Benjamin,False
283,1736,Corey Benjamin,Corey,Benjamin,False
284,203461,Anthony Bennett,Anthony,Bennett,False
285,1120,Elmer Bennett,Elmer,Bennett,False
286,712,Mario Bennett,Mario,Bennett,False
287,76151,Mel Bennett,Mel,Bennett,False
288,76148,Tony Bennett,Tony,Bennett,False
289,76152,Winston Bennett,Winston,Bennett,False
290,128,David Benoit,David,Benoit,False
291,202728,Keith Benson,Keith,Benson,False
292,76154,Kent Benson,Kent,Benson,False
293,1627791,Ben Bentil,Ben,Bentil,False
294,76155,Gene Berce,Gene,Berce,False
295,76156,Gary Bergen,Gary,Bergen,False
296,76157,Ricky Berry,Ricky,Berry,False
297,76158,Walter Berry,Walter,Berry,False
298,1629541,Dairis Bertans,Dairis,Bertans,False
299,202722,Davis Bertans,Davis,Bertans,True
300,76159,Del Beshore,Del,Beshore,False
301,696,Travis Best,Travis,Best,False
302,201976,Patrick Beverley,Patrick,Beverley,True
303,204021,Sim Bhullar,Sim,Bhullar,False
304,76160,Al Bianchi,Al,Bianchi,False
305,76161,Hank Biasatti,Hank,Biasatti,False
306,76162,Henry Bibby,Henry,Bibby,False
307,1710,Mike Bibby,Mike,Bibby,False
308,76163,Ed Biedenbach,Ed,Biedenbach,False
309,2740,Andris Biedrins,Andris,Biedrins,False
310,76164,Don Bielke,Don,Bielke,False
311,76165,Bob Bigelow,Bob,Bigelow,False
312,1497,Chauncey Billups,Chauncey,Billups,False
313,76166,Dave Bing,Dave,Bing,False
314,76167,Joe Binion,Joe,Binion,False
315,203920,Khem Birch,Khem,Birch,True
316,1628444,Jabari Bird,Jabari,Bird,False
317,76168,Jerry Bird,Jerry,Bird,False
318,1449,Larry Bird,Larry,Bird,False
319,76170,Otis Birdsong,Otis,Birdsong,False
320,76171,Gale Bishop,Gale,Bishop,False
321,1629048,Goga Bitadze,Goga,Bitadze,True
322,202687,Bismack Biyombo,Bismack,Biyombo,True
323,202357,Nemanja Bjelica,Nemanja,Bjelica,True
324,76172,Uwe Blab,Uwe,Blab,False
325,76173,Charlie Black,Charlie,Black,False
326,76174,Norman Black,Norman,Black,False
327,204028,Tarik Black,Tarik,Black,False
328,76175,Tom Black,Tom,Black,False
329,76176,Rolando Blackman,Rolando,Blackman,False
330,76180,Alex Blackwell,Alex,Blackwell,False
331,76177,Cory Blackwell,Cory,Blackwell,False
332,1806,James Blackwell,James,Blackwell,False
333,76179,Nate Blackwell,Nate,Blackwell,False
334,201971,DeJuan Blair,DeJuan,Blair,False
335,2581,Steve Blake,Steve,Blake,False
336,202392,Marqus Blakely,Marqus,Blakely,False
337,1628469,Antonio Blakeney,Antonio,Blakeney,False
338,200807,Will Blalock,Will,Blalock,False
339,76182,George Blaney,George,Blaney,False
340,76183,Lance Blanks,Lance,Blanks,False
341,76184,Ricky Blanton,Ricky,Blanton,False
342,101154,Andray Blatche,Andray,Blatche,False
343,302,Mookie Blaylock,Mookie,Blaylock,False
344,202339,Eric Bledsoe,Eric,Bledsoe,True
345,76186,Leon Blevins,Leon,Blevins,False
346,76187,John Block,John,Block,False
347,76188,Mike Bloom,Mike,Bloom,False
348,1628417,Jaron Blossomgame,Jaron,Blossomgame,False
349,916,Corie Blount,Corie,Blount,False
350,1548,Mark Blount,Mark,Blount,False
351,203505,Vander Blue,Vander,Blue,False
352,1629129,Trevon Bluiett,Trevon,Bluiett,False
353,76189,Ray Blume,Ray,Blume,False
354,76190,Nelson Bobb,Nelson,Bobb,False
355,2800,Tony Bobbitt,Tony,Bobbitt,False
356,76191,Arlen Bockhorn,Arlen,Bockhorn,False
357,76192,Tom Boerwinkle,Tom,Boerwinkle,False
358,2586,Keith Bogans,Keith,Bogans,False
359,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
360,202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
361,177,Muggsy Bogues,Muggsy,Bogues,False
362,101106,Andrew Bogut,Andrew,Bogut,False
363,1564,Etdrick Bohannon,Etdrick,Bohannon,False
364,1629626,Bol Bol,Bol,Bol,True
365,76195,Manute Bol,Manute,Bol,False
366,1628413,Jonah Bolden,Jonah,Bolden,True
367,76196,Bill Bolger,Bill,Bolger,False
368,1627762,Joel Bolomboy,Joel,Bolomboy,False
369,76197,Doug Bolstorff,Doug,Bolstorff,False
370,76203,George H. Bon Salle,George H.,Bon Salle,False
371,76198,Phil Bond,Phil,Bond,False
372,1603,Walter Bond,Walter,Bond,False
373,1629648,Jordan Bone,Jordan,Bone,True
374,1121,Dexter Boney,Dexter,Boney,False
375,1629067,Isaac Bonga,Isaac,Bonga,True
376,76201,Ron Bonham,Ron,Bonham,False
377,41,Anthony Bonner,Anthony,Bonner,False
378,2588,Matt Bonner,Matt,Bonner,False
379,1626164,Devin Booker,Devin,Booker,True
380,511,Melvin Booker,Melvin,Booker,False
381,202344,Trevor Booker,Trevor,Booker,False
382,200767,Josh Boone,Josh,Boone,False
383,76204,Ron Boone,Ron,Boone,False
384,1916,Calvin Booth,Calvin,Booth,False
385,1522,Keith Booth,Keith,Booth,False
386,76206,Bob Boozer,Bob,Boozer,False
387,2430,Carlos Boozer,Carlos,Boozer,False
388,2414,Curtis Borchardt,Curtis,Borchardt,False
389,76207,Jake Bornheimer,Jake,Bornheimer,False
390,1953,Lazaro Borrell,Lazaro,Borrell,False
391,76209,Costic Borsavage,Costic,Borsavage,False
392,76210,Vince Boryla,Vince,Boryla,False
393,2547,Chris Bosh,Chris,Bosh,False
394,76211,Jim Bostic,Jim,Bostic,False
395,76212,Lawrence Boston,Lawrence,Boston,False
396,76213,Tom Boswell,Tom,Boswell,False
397,1628449,Chris Boucher,Chris,Boucher,True
398,2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False
399,76214,Don Boven,Don,Boven,False
400,1898,Cal Bowdler,Cal,Bowdler,False
401,1477,Bruce Bowen,Bruce,Bowen,False
402,1763,Ryan Bowen,Ryan,Bowen,False
403,1628968,Brian Bowen II,Brian,Bowen II,True
404,194,Anthony Bowie,Anthony,Bowie,False
405,76217,Sam Bowie,Sam,Bowie,False
406,1085,Ira Bowman,Ira,Bowman,False
407,1629065,Ky Bowman,Ky,Bowman,True
408,76219,Nate Bowman,Nate,Bowman,False
409,671,Donnie Boyce,Donnie,Boyce,False
410,76221,Dennis Boyd,Dennis,Boyd,False
411,76222,Fred Boyd,Fred,Boyd,False
412,76223,Ken Boyd,Ken,Boyd,False
413,1863,Earl Boykins,Earl,Boykins,False
414,76224,Harry Boykoff,Harry,Boykoff,False
415,76225,Winford Boynes,Winford,Boynes,False
416,200841,Cedric Bozeman,Cedric,Bozeman,False
417,76226,Steve Bracey,Steve,Bracey,False
418,202342,Craig Brackins,Craig,Brackins,False
419,76227,Gary Bradds,Gary,Bradds,False
420,76228,Alex Bradley,Alex,Bradley,False
421,76229,Alonzo Bradley,Alonzo,Bradley,False
422,202340,Avery Bradley,Avery,Bradley,True
423,76233,Bill Bradley,Bill,Bradley,False
424,76230,Charles Bradley,Charles,Bradley,False
425,76231,Dudley Bradley,Dudley,Bradley,False
426,76232,Joe Bradley,Joe,Bradley,False
427,2214,Michael Bradley,Michael,Bradley,False
428,762,Shawn Bradley,Shawn,Bradley,False
429,1628396,Tony Bradley,Tony,Bradley,True
430,1361,Mark Bradtke,Mark,Bradtke,False
431,66,Marques Bragg,Marques,Bragg,False
432,1765,Torraye Braggs,Torraye,Braggs,False
433,1920,A.J. Bramlett,A.J.,Bramlett,False
434,76237,Adrian Branch,Adrian,Branch,False
435,1882,Elton Brand,Elton,Brand,False
436,210,Terrell Brandon,Terrell,Brandon,False
437,76238,Bob Brannum,Bob,Brannum,False
438,76239,Brad Branson,Brad,Branson,False
439,76240,Jesse Branson,Jesse,Branson,False
440,1629714,Jarrell Brantley,Jarrell,Brantley,True
441,76241,Jim Brasco,Jim,Brasco,False
442,76242,Mike Bratz,Mike,Bratz,False
443,76243,Carl Braun,Carl,Braun,False
444,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,True
445,160,Tim Breaux,Tim,Breaux,False
446,2452,J.R. Bremer,J.R.,Bremer,False
447,76245,Pete Brennan,Pete,Brennan,False
448,76246,Tom Brennan,Tom,Brennan,False
449,76247,Randy Breuer,Randy,Breuer,False
450,201147,Corey Brewer,Corey,Brewer,False
451,2249,Jamison Brewer,Jamison,Brewer,False
452,76248,Jim Brewer,Jim,Brewer,False
453,76249,Ron Brewer,Ron,Brewer,False
454,200758,Ronnie Brewer,Ronnie,Brewer,False
455,2056,Primoz Brezec,Primoz,Brezec,False
456,76250,Frank Brian,Frank,Brian,False
457,783,Frank Brickowski,Frank,Brickowski,False
458,76252,Junior Bridgeman,Junior,Bridgeman,False
459,76253,Bill Bridges,Bill,Bridges,False
460,1628969,Mikal Bridges,Mikal,Bridges,True
461,1628970,Miles Bridges,Miles,Bridges,True
462,76254,Al Brightman,Al,Brightman,False
463,76255,Audley Brindley,Audley,Brindley,False
464,1628515,Isaiah Briscoe,Isaiah,Briscoe,False
465,76256,John Brisker,John,Brisker,False
466,1629052,Oshae Brissett,Oshae,Brissett,True
467,76257,Allan Bristow,Allan,Bristow,False
468,76258,Tyrone Britt,Tyrone,Britt,False
469,76259,Wayman Britt,Wayman,Britt,False
470,76260,Mike Brittain,Mike,Brittain,False
471,76261,David Britton,David,Britton,False
472,201972,Jon Brockman,Jon,Brockman,False
473,1629151,Ryan Broekhoff,Ryan,Broekhoff,True
474,76262,Jim Brogan,Jim,Brogan,False
475,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
476,76263,Gary Brokaw,Gary,Brokaw,False
477,76264,Price Brookfield,Price,Brookfield,False
478,201166,Aaron Brooks,Aaron,Brooks,False
479,1628415,Dillon Brooks,Dillon,Brooks,True
480,76265,Kevin Brooks,Kevin,Brooks,False
481,202705,MarShon Brooks,MarShon,Brooks,False
482,76266,Michael Brooks,Michael,Brooks,False
483,418,Scott Brooks,Scott,Brooks,False
484,2810,Andre Brown,Andre,Brown,False
485,1626148,Anthony Brown,Anthony,Brown,False
486,76284,Bob Brown,Bob,Brown,False
487,201628,Bobby Brown,Bobby,Brown,False
488,1628971,Bruce Brown,Bruce,Brown,True
489,359,Chucky Brown,Chucky,Brown,False
490,2245,Damone Brown,Damone,Brown,False
491,76270,Darrell Brown,Darrell,Brown,False
492,244,Dee Brown,Dee,Brown,False
493,200793,Dee Brown,Dee,Brown,False
494,201974,Derrick Brown,Derrick,Brown,False
495,2484,Devin Brown,Devin,Brown,False
496,2081,Ernest Brown,Ernest,Brown,False
497,76272,Fred Brown,Fred,Brown,False
498,76273,George Brown,George,Brown,False
499,1871,Gerald Brown,Gerald,Brown,False
500,76275,Harold Brown,Harold,Brown,False
501,203913,Jabari Brown,Jabari,Brown,False
502,1627759,Jaylen Brown,Jaylen,Brown,True
503,76276,John Brown,John,Brown,False
504,2208,Kedrick Brown,Kedrick,Brown,False
505,2198,Kwame Brown,Kwame,Brown,False
506,76278,Leon Brown,Leon,Brown,False
507,76279,Lewis Brown,Lewis,Brown,False
508,203485,Lorenzo Brown,Lorenzo,Brown,False
509,992,Marcus Brown,Marcus,Brown,False
510,203900,Markel Brown,Markel,Brown,False
511,1479,Mike Brown,Mike,Brown,False
512,1629650,Moses Brown,Moses,Brown,True
513,76277,Myron Brown,Myron,Brown,False
514,136,P.J. Brown,P.J.,Brown,False
515,753,Randy Brown,Randy,Brown,False
516,76282,Raymond Brown,Raymond,Brown,False
517,76283,Rickey Brown,Rickey,Brown,False
518,76286,Roger Brown,Roger,Brown,False
519,200769,Shannon Brown,Shannon,Brown,False
520,76285,Stan Brown,Stan,Brown,False
521,1628425,Sterling Brown,Sterling,Brown,True
522,2357,Tierre Brown,Tierre,Brown,False
523,76268,Tony Brown,Tony,Brown,False
524,1629718,Charles Brown Jr.,Charles,Brown Jr.,True
525,1628972,Troy Brown Jr.,Troy,Brown Jr.,True
526,76287,Jim Browne,Jim,Browne,False
527,76288,Stanley Brundy,Stanley,Brundy,False
528,1628973,Jalen Brunson,Jalen,Brunson,True
529,1594,Rick Brunson,Rick,Brunson,False
530,1627852,Nicolas Brussino,Nicolas,Brussino,False
531,76289,Emmette Bryant,Emmette,Bryant,False
532,76290,Joe Bryant,Joe,Bryant,False
533,977,Kobe Bryant,Kobe,Bryant,False
534,95,Mark Bryant,Mark,Bryant,False
535,1628418,Thomas Bryant,Thomas,Bryant,True
536,76291,Wallace Bryant,Wallace,Bryant,False
537,76292,Torgeir Bryn,Torgeir,Bryn,False
538,76293,Joe Buckhalter,Joe,Buckhalter,False
539,76294,Steve Bucknall,Steve,Bucknall,False
540,76295,Cleveland Buckner,Cleveland,Buckner,False
541,1761,Greg Buckner,Greg,Buckner,False
542,76296,Quinn Buckner,Quinn,Buckner,False
543,76297,Dave Budd,Dave,Budd,False
544,201978,Chase Budinger,Chase,Budinger,False
545,76298,Walter Budko,Walter,Budko,False
546,146,Jud Buechler,Jud,Buechler,False
547,1934,Rodney Buford,Rodney,Buford,False
548,672,Matt Bullard,Matt,Bullard,False
549,203493,Reggie Bullock,Reggie,Bullock,True
550,76300,Greg Bunch,Greg,Bunch,False
551,76301,Dick Bunt,Dick,Bunt,False
552,76302,Bill Buntin,Bill,Buntin,False
553,76303,Luther Burden,Luther,Burden,False
554,2469,Pat Burke,Pat,Burke,False
555,203504,Trey Burke,Trey,Burke,True
556,76304,Roger Burkman,Roger,Burkman,False
557,202692,Alec Burks,Alec,Burks,True
558,2766,Antonio Burks,Antonio,Burks,False
559,101207,Kevin Burleson,Kevin,Burleson,False
560,76305,Tom Burleson,Tom,Burleson,False
561,76306,Jack Burmaster,Jack,Burmaster,False
562,76307,David Burns,David,Burns,False
